Symbol,Sector,SharessOutstanding,MarketPrice,PercentChange,LastTradeON,52LowHigh,180Ave,120Ave,OneYearYield,EPS,P/E,BookValue,Pbv
BOKL,Commercial Banks,"96,581,764.30",380.00,5.26 %,2021/06/06 12:42:00,361.00-194.00,300.32,314.56,75.73%,"16.14                                                                    (FY:077-078, Q:3)",23.54,165.45,2.30,3.00                                                                    (FY:076-077),1.,13.00                                                                    (FY:076-077),1.,
